"2025-02-25","NETFLIX.COM       _V","19.94",,"48112.51"
"2025-02-25","CRA2025INST  Y5A9K7","6016",,"42096.51"
"2025-02-25","PAYPAL           MSP","74.19",,"42022.32"
"2025-02-26","SSV TO:  80746337033","1.5",,"42020.82"
"2025-02-27","AMZN Mktp CA      _V","18.88",,"42001.94"
"2025-02-27","AMZN Mktp CA      _V","8.39",,"41993.55"
"2025-02-27","AMZN Mktp CA      _V","21.26",,"41972.29"
"2025-02-28","Amazon.ca Prime   _V","10.49",,"41961.8"
"2025-02-28","PTS TO:  80746337033","10",,"41951.8"
"2025-02-28","SSV TO:  80746337033","1.5",,"41950.3"
"2025-02-28","MONTHLY ACCOUNT FEE","16.95",,"41933.35"
"2025-02-28","ACCT BAL REBATE",,"16.95","41950.3"
"2025-03-03","E-TRANSFER ***9sC",,"60","42010.3"
"2025-03-03","SSV TO:  80746337033","0.5",,"42009.8"
"2025-03-03","PAYPAL           MSP","6.29",,"42003.51"
"2025-03-03","PAYPAL           MSP","10.49",,"41993.02"
"2025-03-03","PAYPAL           MSP","13.64",,"41979.38"
"2025-03-03","PAYPAL           MSP","155.9",,"41823.48"
"2025-03-04","Amazon.ca         _V","24.65",,"41798.83"
"2025-03-05","SSV TO:  80746337033","0.5",,"41798.33"
"2025-03-06","PTS TO:  80746337033","50",,"41748.33"
"2025-03-07","PAYPAL           MSP","46.18",,"41702.15"
"2025-03-07","PAYPAL           MSP","82.94",,"41619.21"
"2025-03-10","E-TRANSFER ***5RR",,"70","41689.21"
"2025-03-10","TO:TD C/C 9225","10",,"41679.21"
"2025-03-10","FREEDOM MOBILE    _V","88.15",,"41591.06"
"2025-03-10","PAYPAL           MSP","13.64",,"41577.42"
"2025-03-11","SSV TO:  80746337033","0.5",,"41576.92"
"2025-03-11","Amazon.ca         _V","37.75",,"41539.17"
"2025-03-11","PAYPAL           MSP","32.01",,"41507.16"
"2025-03-11","PAYPAL           MSP","74.31",,"41432.85"
"2025-03-12","SSV TO:  80746337033","0.5",,"41432.35"
"2025-03-13","SEND E-TFR ***aSx","3000",,"38432.35"
"2025-03-17","PAYPAL           MSP","267.75",,"38164.6"
"2025-03-18","AMZN Mktp CA      _V","20.98",,"38143.62"
"2025-03-18","SEND E-TFR ***yCe","3000",,"35143.62"
"2025-03-18","PAYPAL           MSP","14.16",,"35129.46"
"2025-03-18","PAYPAL           MSP","27.02",,"35102.44"
"2025-03-18","PAYPAL           MSP","33.03",,"35069.41"
"2025-03-19","SSV TO:  80746337033","0.5",,"35068.91"
"2025-03-20","PTS TO:  80746337033","50",,"35018.91"
"2025-03-20","SEND E-TFR ***vrG","200",,"34818.91"
"2025-03-20","PAYPAL           MSP","9.95",,"34808.96"
"2025-03-21","PAYPAL           MSP","13.64",,"34795.32"
"2025-03-24","Google LLC       MSP",,"655.34","35450.66"
"2025-03-24","PAYPAL           MSP","32.08",,"35418.58"
"2025-03-25","NETFLIX.COM       _V","19.94",,"35398.64"
"2025-03-25","RP133 TFR-TO C/C","5230.28",,"30168.36"
"2025-03-26","SSV TO:  80746337033","0.5",,"30167.86"
"2025-03-31","Amazon.ca Prime   _V","10.49",,"30157.37"
"2025-03-31","PTS TO:  80746337033","10",,"30147.37"
"2025-03-31","MONTHLY ACCOUNT FEE","16.95",,"30130.42"
"2025-03-31","ACCT BAL REBATE",,"16.95","30147.37"
"2025-04-01","SSV TO:  80746337033","0.5",,"30146.87"
"2025-04-01","PAYPAL           MSP","10.49",,"30136.38"
"2025-04-01","PAYPAL           MSP","13.64",,"30122.74"
"2025-04-03","PTS TO:  80746337033","50",,"30072.74"
"2025-04-03","AMZN Mktp CA      _V","41.99",,"30030.75"
"2025-04-04","SSV TO:  80746337033","0.5",,"30030.25"
"2025-04-04","SEND E-TFR ***pUd","680",,"29350.25"
"2025-04-04","PAYPAL           MSP","10.08",,"29340.17"
"2025-04-07","FREEDOM MOBILE    _V","88.15",,"29252.02"
"2025-04-07","PAYPAL           MSP","424.9",,"28827.12"
"2025-04-08","SSV TO:  80746337033","0.5",,"28826.62"
"2025-04-08","Veem Payment     MSP",,"8271.55","37098.17"
"2025-04-08","PAYPAL           MSP","13.64",,"37084.53"
"2025-04-08","PAYPAL           MSP","60.34",,"37024.19"
"2025-04-08","PAYPAL           MSP","82.94",,"36941.25"
"2025-04-11","AMZN Mktp CA      _V","52.46",,"36888.79"
"2025-04-11","AMZN Mktp CA      _V","27.2",,"36861.59"
"2025-04-11","AMZN Mktp CA      _V","30.44",,"36831.15"
"2025-04-14","SSV TO:  80746337033","1.5",,"36829.65"
"2025-04-15","AMZN Mktp CA      _V","8.37",,"36821.28"
"2025-04-15","WL491 TFR-TO C/C","3413.32",,"33407.96"
"2025-04-16","SSV TO:  80746337033","0.5",,"33407.46"
"2025-04-16","PAYPAL           MSP","39.05",,"33368.41"
"2025-04-17","PTS TO:  80746337033","50",,"33318.41"
"2025-04-17","WPS-0417S86261",,"4002.81","37321.22"
"2025-04-17","AMZN Mktp CA      _V","15.23",,"37305.99"
"2025-04-17","PAYPAL           MSP","14.16",,"37291.83"
"2025-04-17","PAYPAL           MSP","27.38",,"37264.45"
"2025-04-21","SEND E-TFR ***9qg","200",,"37064.45"
"2025-04-21","AMZN Mktp CA      _V",,"27.2","37091.65"
"2025-04-21","SSV TO:  80746337033","0.5",,"37091.15"
"2025-04-22","Google LLC       MSP",,"708.19","37799.34"
"2025-04-22","PAYPAL           MSP","9.95",,"37789.39"
"2025-04-22","PAYPAL           MSP","47.24",,"37742.15"
"2025-04-22","PAYPAL           MSP","69.71",,"37672.44"
"2025-04-22","PAYPAL           MSP","70.86",,"37601.58"
"2025-04-23","AMZN Mktp CA      _V","11.01",,"37590.57"
"2025-04-24","SSV TO:  80746337033","0.5",,"37590.07"
"2025-04-25","Amazon.ca         _V","83.99",,"37506.08"
"2025-04-25","NETFLIX.COM       _V","19.94",,"37486.14"
"2025-04-25","PAYPAL           MSP","35.16",,"37450.98"
"2025-04-25","PAYPAL           MSP","36.21",,"37414.77"
"2025-04-28","SSV TO:  80746337033","1",,"37413.77"
"2025-04-28","PAYPAL           MSP","36.21",,"37377.56"
"2025-04-29","Amazon.ca Prime   _V","10.49",,"37367.07"
"2025-04-29","PAYPAL           MSP","6.29",,"37360.78"
"2025-04-30","PTS TO:  80746337033","10",,"37350.78"
"2025-04-30","SSV TO:  80746337033","0.5",,"37350.28"
"2025-04-30","PAYPAL           MSP","10.49",,"37339.79"
"2025-04-30","MONTHLY ACCOUNT FEE","16.95",,"37322.84"
"2025-04-30","ACCT BAL REBATE",,"16.95","37339.79"
"2025-05-01","PTS TO:  80746337033","50",,"37289.79"
"2025-05-01","PAYPAL           MSP","13.64",,"37276.15"
"2025-05-06","WU332 TFR-TO C/C","1259.35",,"36016.8"
"2025-05-06","PAYPAL           MSP","99.85",,"35916.95"
"2025-05-07","PAYPAL           MSP","60.34",,"35856.61"
"2025-05-07","PAYPAL           MSP","82.94",,"35773.67"
"2025-05-08","FREEDOM MOBILE    _V","88.15",,"35685.52"
"2025-05-08","PAYPAL           MSP","13.64",,"35671.88"
"2025-05-09","SSV TO:  80746337033","0.5",,"35671.38"
"2025-05-12","Amazon.ca         _V","115.88",,"35555.5"
"2025-05-13","SSV TO:  80746337033","0.5",,"35555"
"2025-05-13","AMZN Mktp CA      _V","23.51",,"35531.49"
"2025-05-13","PAYPAL           MSP","32.01",,"35499.48"
"2025-05-13","PAYPAL           MSP","61.94",,"35437.54"
"2025-05-14","SEND E-TFR ***tXH","150",,"35287.54"
"2025-05-14","SSV TO:  80746337033","0.5",,"35287.04"
"2025-05-15","SEND E-TFR ***dqx","1150",,"34137.04"
"2025-05-15","PTS TO:  80746337033","50",,"34087.04"
"2025-05-15","AMZN Mktp CA      _V","83.99",,"34003.05"
"2025-05-15","PAYPAL           MSP","32.01",,"33971.04"
"2025-05-16","SSV TO:  80746337033","0.5",,"33970.54"
"2025-05-16","PAYPAL           MSP","39.26",,"33931.28"
"2025-05-20","PAYPAL           MSP","14.16",,"33917.12"
"2025-05-20","PAYPAL           MSP","21.51",,"33895.61"
"2025-05-20","PAYPAL           MSP","30.63",,"33864.98"
"2025-05-21","AMZN Mktp CA      _V","24.56",,"33840.42"
"2025-05-21","PAYPAL           MSP","9.95",,"33830.47"
"2025-05-21","PAYPAL           MSP","13.64",,"33816.83"
"2025-05-22","Google LLC       MSP",,"694.19","34511.02"
"2025-05-22","SSV TO:  80746337033","0.5",,"34510.52"
"2025-05-26","NETFLIX.COM       _V","19.94",,"34490.58"
"2025-05-27","SSV TO:  80746337033","0.5",,"34490.08"
"2025-05-28","RADIANCE SYNERG  MSP",,"5490.2","39980.28"
"2025-05-29","Amazon.ca Prime   _V","10.49",,"39969.79"
"2025-05-29","PTS TO:  80746337033","50",,"39919.79"
"2025-05-29","PAYPAL           MSP","6.29",,"39913.5"
"2025-05-29","PAYPAL           MSP","46.27",,"39867.23"
"2025-05-30","PTS TO:  80746337033","10",,"39857.23"
"2025-05-30","SSV TO:  80746337033","0.5",,"39856.73"
"2025-05-30","PAYPAL           MSP","10.49",,"39846.24"
"2025-05-30","MONTHLY ACCOUNT FEE","16.95",,"39829.29"
"2025-05-30","ACCT BAL REBATE",,"16.95","39846.24"
"2025-06-02","PAYPAL           MSP","13.64",,"39832.6"
"2025-06-03","PAYPAL           MSP","44.61",,"39787.99"
"2025-06-03","PAYPAL           MSP","81.36",,"39706.63"
"2025-06-04","CANON USA        MSP",,"1683.85","41390.48"
"2025-06-04","HZ550 TFR-TO C/C","5015.02",,"36375.46"
"2025-06-06","PAYPAL           MSP","34.1",,"36341.36"
"2025-06-06","PAYPAL           MSP","49.86",,"36291.5"
"2025-06-09","FREEDOM MOBILE    _V","88.15",,"36203.35"
"2025-06-09","E-TRANSFER ***BQ8",,"3698.43","39901.78"
"2025-06-09","PAYPAL           MSP","82.94",,"39818.84"
"2025-06-10","SSV TO:  80746337033","0.5",,"39818.34"
"2025-06-10","PAYPAL           MSP","13.64",,"39804.7"
"2025-06-11","Amazon.ca         _V","52.49",,"39752.21"
"2025-06-11","Amazon.ca         _V","16.07",,"39736.14"
"2025-06-12","PTS TO:  80746337033","50",,"39686.14"
"2025-06-12","SSV TO:  80746337033","1",,"39685.14"
"2025-06-12","PAYPAL           MSP","33.58",,"39651.56"
"2025-06-16","AMZN Mktp CA      _V","714",,"38937.56"
"2025-06-16","PAYPAL           MSP","23.02",,"38914.54"
"2025-06-17","SSV TO:  80746337033","0.5",,"38914.04"
"2025-06-17","AMZN Mktp CA      _V","115.49",,"38798.55"
"2025-06-17","PAYPAL           MSP","14.16",,"38784.39"
"2025-06-17","PAYPAL           MSP","29.86",,"38754.53"
"2025-06-18","SSV TO:  80746337033","0.5",,"38754.03"
"2025-06-20","FUTERSCO INC.    AP",,"2500","41254.03"
"2025-06-23","SEND E-TFR ***WzM","100",,"41154.03"
"2025-06-23","AMZN Mktp CA      _V","12.59",,"41141.44"
"2025-06-23","Amazon.ca         _V","38.49",,"41102.95"
"2025-06-23","Google LLC       MSP",,"651.5","41754.45"
"2025-06-23","STRIPE           MSP",,"4.36","41758.81"
"2025-06-23","RADIANCE SYNERG  MSP",,"10302","52060.81"
"2025-06-23","PAYPAL           MSP","2.61",,"52058.2"
"2025-06-23","PAYPAL           MSP","13.64",,"52044.56"
"2025-06-24","SSV TO:  80746337033","1",,"52043.56"
"2025-06-24","PAYPAL           MSP",,"44.61","52088.17"
"2025-06-25","NETFLIX.COM       _V","19.94",,"52068.23"
"2025-06-26","PTS TO:  80746337033","50",,"52018.23"
"2025-06-26","SSV TO:  80746337033","0.5",,"52017.73"
"2025-06-26","PAYPAL           MSP","54.96",,"51962.77"
"2025-06-26","PAYPAL           MSP","73",,"51889.77"
"2025-06-30","AMZN Mktp CA      _V","57.74",,"51832.03"
"2025-06-30","AMZN Mktp CA      _V","13.99",,"51818.04"
"2025-06-30","AMZN Mktp CA      _V","47.24",,"51770.8"
"2025-06-30","Amazon.ca Prime   _V","10.49",,"51760.31"
"2025-06-30","AMZN Mktp CA      _V","36.74",,"51723.57"
"2025-06-30","SEND E-TFR ***J4U","150",,"51573.57"
"2025-06-30","PTS TO:  80746337033","10",,"51563.57"
"2025-06-30","MONTHLY ACCOUNT FEE","16.95",,"51546.62"
"2025-06-30","ACCT BAL REBATE",,"16.95","51563.57"
"2025-07-02","SSV TO:  80746337033","2.5",,"51561.07"
"2025-07-02","A&W CALGARY AIR","30.7",,"51530.37"
"2025-07-02","PAYPAL           MSP","6.29",,"51524.08"
"2025-07-02","PAYPAL           MSP","10.49",,"51513.59"
"2025-07-02","PAYPAL           MSP","13.64",,"51499.95"
"2025-07-03","SSV TO:  80746337033","0.5",,"51499.45"
"2025-07-07","PAYPAL           MSP","14.16",,"51485.29"
"2025-07-08","PAYPAL           MSP","13.64",,"51471.65"
"2025-07-08","PAYPAL           MSP","46.18",,"51425.47"
"2025-07-08","PAYPAL           MSP","82.94",,"51342.53"
"2025-07-10","PTS TO:  80746337033","50",,"51292.53"
"2025-07-14","UN321 TFR-TO C/C","3062.01",,"48230.52"
"2025-07-16","WPS-0716S23155",,"6614.77","54845.29"
"2025-07-17","PAYPAL           MSP","14.16",,"54831.13"
"2025-07-17","PAYPAL           MSP","15.03",,"54816.1"
"2025-07-22","Google LLC       MSP",,"786.52","55602.62"
"2025-07-22","WPS-0722S58719",,"6571.42","62174.04"
"2025-07-22","PAYPAL           MSP","9.95",,"62164.09"
"2025-07-22","PAYPAL           MSP","13.64",,"62150.45"
"2025-07-23","HTL MAAT E  227.20_V","376.58",,"61773.87"
"2025-07-23","FX ATM W/D        _V","165.76",,"61608.11"
"2025-07-23","PAYPAL           MSP","135.95",,"61472.16"
"2025-07-23","FX ATM W/D FEE","5",,"61467.16"
"2025-07-24","PTS TO:  80746337033","50",,"61417.16"
"2025-07-24","SSV TO:  80746337033","1",,"61416.16"
"2025-07-25","NETFLIX.COM       _V","19.94",,"61396.22"
"2025-07-28","NON-TD ATM W/D","43.25",,"61352.97"
"2025-07-28","TD ATM W/D    002423","550",,"60802.97"
"2025-07-28","SSV TO:  80746337033","0.5",,"60802.47"
"2025-07-28","PAYPAL           MSP","61.58",,"60740.89"
"2025-07-29","Amazon.ca Prime   _V","10.49",,"60730.4"
"2025-07-29","SSV TO:  80746337033","1",,"60729.4"
"2025-07-30","SSV TO:  80746337033","0.5",,"60728.9"
"2025-07-31","PTS TO:  80746337033","10",,"60718.9"
"2025-07-31","MONTHLY ACCOUNT FEE","17.95",,"60700.95"
"2025-07-31","ACCT BAL REBATE",,"17.95","60718.9"
"2025-08-01","AMZN Mktp CA      _V","17.33",,"60701.57"
"2025-08-01","PAYPAL           MSP","28.86",,"60672.71"
"2025-08-05","Amazon.ca         _V","9.97",,"60662.74"
